roll_number,question_paper_code,question_number,option_marked
10147,102,12,a
10147,102,13,b
10147,102,14,a
10147,102,15,a
10147,102,16,c
10147,102,17,a
10147,102,18,e
10147,102,19,b
10147,102,20,a
10147,102,21,b
10147,102,22,e
10147,102,23,c
10147,102,24,d
10147,102,25,a
10147,102,26,e
10147,102,27,e
10147,102,28,c
10147,102,29,e
10147,102,30,a
10147,102,31,a
10147,102,32,b
10147,102,33,d
10147,102,34,c
10147,102,35,e
10147,102,36,d
10147,102,37,b
10147,102,38,a
10147,102,39,c
10147,102,40,b
10148,102,1,d
10148,102,2,d
10148,102,3,a
10148,102,4,b
10148,102,5,d
10148,102,6,c
10148,102,7,b
10148,102,8,e
10148,102,9,a
10148,102,10,c
10148,102,11,c
10148,102,12,d
10148,102,13,a
10148,102,14,e
10148,102,15,b
10148,102,16,d
10148,102,17,a
10148,102,18,d
10148,102,19,d
10148,102,20,e
10148,102,21,c
10148,102,22,c
10148,102,23,b
10148,102,24,e
10148,102,25,e
10148,102,26,a
10148,102,27,d
10148,102,28,a
10148,102,29,b
10148,102,30,d
10148,102,31,e
10148,102,32,d
10148,102,33,b
10148,102,34,a
10148,102,35,e
10148,102,36,e
10148,102,37,b
10148,102,38,a
10148,102,39,c
10148,102,40,e
10149,102,1,c
10149,102,2,d
10149,102,3,a
10149,102,4,c
10149,102,5,e
10149,102,6,b
10149,102,7,a
10149,102,8,e
10149,102,9,c
10149,102,10,b
10149,102,11,a
10149,102,12,d
10149,102,13,c
10149,102,14,d
10149,102,15,b
10149,102,16,b
10149,102,17,d
10149,102,18,d
10149,102,19,e
10149,102,20,c
10149,102,21,e
10149,102,22,c
10149,102,23,b
10149,102,24,d
10149,102,25,a
10149,102,26,e
10149,102,27,b
10149,102,28,a
10149,102,29,b
10149,102,30,a
10149,102,31,b
10149,102,32,d
10149,102,33,c
10149,102,34,e
10149,102,35,d
10149,102,36,d
10149,102,37,d
10149,102,38,a
10149,102,39,c
10149,102,40,b
10150,102,1,c
10150,102,2,c
10150,102,3,e
10150,102,4,d
10150,102,5,a
10150,102,6,d
10150,102,7,a
10150,102,8,e
10150,102,9,d
10150,102,10,d
10150,102,11,d
10150,102,12,a
10150,102,13,e
10150,102,14,a
10150,102,15,e
10150,102,16,a
10150,102,17,d
10150,102,18,e
10150,102,19,e
10150,102,20,d
10150,102,21,d
10150,102,22,e
10150,102,23,d
10150,102,24,b
10150,102,25,d
10150,102,26,b
10150,102,27,b
10150,102,28,e
10150,102,29,d
10150,102,30,a
10150,102,31,e
10150,102,32,a
10150,102,33,a
10150,102,34,b
10150,102,35,e
10150,102,36,d
10150,102,37,e
10150,102,38,a
10150,102,39,c
10150,102,40,e
10151,102,1,b
10151,102,2,c
10151,102,3,c
10151,102,4,c
10151,102,5,e
10151,102,6,d
10151,102,7,b
10151,102,8,c
10151,102,9,c
10151,102,10,e
10151,102,11,a
10151,102,12,d
10151,102,13,b
10151,102,14,e
10151,102,15,b
10151,102,16,b
10151,102,17,c
10151,102,18,a
10151,102,19,b
10151,102,20,d
10151,102,21,b
10151,102,22,c
10151,102,23,d
10151,102,24,a
10151,102,25,a
10151,102,26,d
10151,102,27,a
10151,102,28,c
10151,102,29,b
10151,102,30,b
10151,102,31,a
10151,102,32,a
10151,102,33,b
10151,102,34,c
10151,102,35,d
10151,102,36,d
10151,102,37,d
10151,102,38,a
10151,102,39,c
10151,102,40,b
10152,102,1,b
10152,102,2,b
10152,102,3,c
10152,102,4,b
10152,102,5,d
10152,102,6,e
10152,102,7,a
10152,102,8,c
10152,102,9,b
10152,102,10,d
10152,102,11,d
10152,102,12,a
10152,102,13,d
10152,102,14,d
10152,102,15,d
10152,102,16,e
10152,102,17,e
10152,102,18,c
10152,102,19,b
10152,102,20,b
10152,102,21,e
10152,102,22,e
10152,102,23,d
10152,102,24,c
10152,102,25,b
10152,102,26,e
10152,102,27,b
10152,102,28,e
10152,102,29,c
10152,102,30,e
10152,102,31,c
10152,102,32,a
10152,102,33,d
10152,102,34,c
10152,102,35,a
10152,102,36,c
10152,102,37,c
10152,102,38,a
10152,102,39,d
10152,102,40,a
10153,102,1,d
10153,102,2,c
10153,102,3,a
10153,102,4,d
10153,102,5,a
10153,102,6,d
10153,102,7,a
10153,102,8,a
10153,102,9,d
10153,102,10,b
10153,102,11,a
10153,102,12,b
10153,102,13,b
10153,102,14,c
10153,102,15,d
10153,102,16,b
10153,102,17,b
10153,102,18,b
10153,102,19,b
10153,102,20,c
10153,102,21,e
10153,102,22,d
10153,102,23,a
10153,102,24,c
10153,102,25,a
10153,102,26,d
10153,102,27,d
10153,102,28,b
10153,102,29,e
10153,102,30,b
10153,102,31,a
10153,102,32,a
10153,102,33,e
10153,102,34,e
10153,102,35,e
10153,102,36,a
10153,102,37,e
10153,102,38,e
10153,102,39,a
10153,102,40,e
10154,102,1,a
10154,102,2,d
10154,102,3,a
10154,102,4,e
10154,102,5,e
10154,102,6,a
10154,102,7,c
10154,102,8,d
10154,102,9,d
10154,102,10,e
10154,102,11,d
10154,102,12,d
10154,102,13,e
10154,102,14,b
10154,102,15,c
10154,102,16,a
10154,102,17,a
10154,102,18,e
10154,102,19,e
10154,102,20,b
10154,102,21,c
10154,102,22,e
10154,102,23,b
10154,102,24,e
10154,102,25,d
10154,102,26,e
10154,102,27,d
10154,102,28,a
10154,102,29,e
10154,102,30,a
10154,102,31,e
10154,102,32,c
10154,102,33,b
10154,102,34,e
10154,102,35,c
10154,102,36,e
10154,102,37,b
10154,102,38,c
10154,102,39,d
10154,102,40,c
10155,102,1,d
10155,102,2,d
10155,102,3,c
10155,102,4,c
10155,102,5,c
10155,102,6,b
10155,102,7,d
10155,102,8,e
10155,102,9,d
10155,102,10,c
10155,102,11,a
10155,102,12,a
10155,102,13,a
10155,102,14,b
10155,102,15,c
10155,102,16,b
10155,102,17,e
10155,102,18,b
10155,102,19,d
10155,102,20,b
10155,102,21,b
10155,102,22,e
10155,102,23,c
10155,102,24,b
10155,102,25,a
10155,102,26,e
10155,102,27,c
10155,102,28,c
10155,102,29,b
10155,102,30,c
10155,102,31,c
10155,102,32,b
10155,102,33,e
10155,102,34,a
10155,102,35,e
10155,102,36,c
10155,102,37,e
10155,102,38,c
10155,102,39,d
10155,102,40,c
10156,102,1,b
10156,102,2,d
10156,102,3,c
10156,102,4,e
10156,102,5,d
10156,102,6,c
10156,102,7,b
10156,102,8,b
10156,102,9,d
10156,102,10,a
10156,102,11,e
10156,102,12,d
10156,102,13,b
10156,102,14,d
10156,102,15,b
10156,102,16,d
10156,102,17,b
10156,102,18,c
10156,102,19,a
10156,102,20,b
10156,102,21,d
10156,102,22,a
10156,102,23,c
10156,102,24,d
10156,102,25,b
10156,102,26,c
10156,102,27,c
10156,102,28,b
10156,102,29,d
10156,102,30,e
10156,102,31,a
10156,102,32,c
10156,102,33,e
10156,102,34,a
10156,102,35,d
10156,102,36,d
10156,102,37,e
10156,102,38,a
10156,102,39,e
10156,102,40,d
10157,102,1,e
10157,102,2,b
10157,102,3,b
10157,102,4,c
10157,102,5,d
10157,102,6,b
10157,102,7,e
10157,102,8,c
10157,102,9,d
10157,102,10,c
10157,102,11,b
10157,102,12,e
10157,102,13,c
10157,102,14,b
10157,102,15,b
10157,102,16,e
10157,102,17,d
10157,102,18,b
10157,102,19,d
10157,102,20,b
10157,102,21,e
10157,102,22,d
10157,102,23,d
10157,102,24,d
10157,102,25,a
10157,102,26,a
10157,102,27,c
10157,102,28,a
10157,102,29,d
10157,102,30,d
10157,102,31,e
10157,102,32,d
10157,102,33,d
10157,102,34,b
10157,102,35,c
10157,102,36,d
10157,102,37,c
10157,102,38,a
10157,102,39,a
10157,102,40,a
10158,102,1,e
10158,102,2,b
10158,102,3,e
10158,102,4,b
10158,102,5,e
10158,102,6,b
10158,102,7,c
10158,102,8,d
10158,102,9,c
10158,102,10,c
10158,102,11,d
10158,102,12,b
10158,102,13,d
10158,102,14,e
10158,102,15,e
10158,102,16,d
10158,102,17,e
10158,102,18,b
10158,102,19,a
10158,102,20,e
10158,102,21,b
10158,102,22,d
10158,102,23,c
10158,102,24,b
10158,102,25,c
10158,102,26,b
10158,102,27,e
10158,102,28,d
10158,102,29,e
10158,102,30,d
10158,102,31,b
10158,102,32,a
10158,102,33,c
10158,102,34,a
10158,102,35,e
10158,102,36,b
10158,102,37,b
10158,102,38,e
10158,102,39,a
10158,102,40,c
10159,103,1,b
10159,103,2,b
10159,103,3,c
10159,103,4,e
10159,103,5,a
10159,103,6,c
10159,103,7,c
10159,103,8,d
10159,103,9,d
10159,103,10,d
10159,103,11,b
10159,103,12,b
10159,103,13,e
10159,103,14,a
10159,103,15,a
10159,103,16,b
10159,103,17,e
10159,103,18,b
10159,103,19,c
10159,103,20,e
10159,103,21,a
10159,103,22,a
10159,103,23,d
10159,103,24,d
10159,103,25,b
10159,103,26,c
10159,103,27,c
10159,103,28,e
10159,103,29,b
10159,103,30,e
10159,103,31,e
10159,103,32,d
10159,103,33,c
10159,103,34,c
10159,103,35,b
10159,103,36,a
10159,103,37,e
10159,103,38,d
10159,103,39,a
10159,103,40,d
10160,103,1,a
10160,103,2,c
10160,103,3,d
10160,103,4,e
10160,103,5,a
10160,103,6,e
10160,103,7,b
10160,103,8,e
10160,103,9,d
10160,103,10,a
10160,103,11,d
10160,103,12,b
10160,103,13,b
10160,103,14,d
10160,103,15,a
10160,103,16,a
10160,103,17,e
10160,103,18,e
10160,103,19,e
10160,103,20,e
10160,103,21,b
10160,103,22,a
10160,103,23,e
10160,103,24,c
10160,103,25,c
10160,103,26,d
10160,103,27,c
10160,103,28,e
10160,103,29,c
10160,103,30,c
10160,103,31,a
10160,103,32,c
10160,103,33,c
10160,103,34,a
10160,103,35,a
10160,103,36,e
10160,103,37,d
10160,103,38,a
10160,103,39,e
10160,103,40,e
10161,103,1,c
10161,103,2,c
10161,103,3,e
10161,103,4,e
10161,103,5,e
10161,103,6,e
10161,103,7,a
10161,103,8,a
10161,103,9,c
10161,103,10,a
10161,103,11,a
10161,103,12,d
10161,103,13,d
10161,103,14,a
10161,103,15,a
10161,103,16,d
10161,103,17,a
10161,103,18,d
10161,103,19,a
10161,103,20,a
10161,103,21,d
10161,103,22,a
10161,103,23,b
10161,103,24,b
10161,103,25,e
10161,103,26,c
10161,103,27,b
10161,103,28,c
10161,103,29,a
10161,103,30,c
10161,103,31,c
10161,103,32,b
10161,103,33,a
10161,103,34,c
10161,103,35,c
10161,103,36,a
10161,103,37,a
10161,103,38,e
10161,103,39,a
10161,103,40,d
10162,103,1,b
10162,103,2,a
10162,103,3,c
10162,103,4,a
10162,103,5,a
10162,103,6,d
10162,103,7,b
10162,103,8,b
10162,103,9,d
10162,103,10,e
10162,103,11,d
10162,103,12,b
10162,103,13,d
10162,103,14,a
10162,103,15,a
10162,103,16,d
10162,103,17,d
10162,103,18,e
10162,103,19,c
10162,103,20,c
10162,103,21,e
10162,103,22,d
10162,103,23,a
10162,103,24,e
10162,103,25,d
10162,103,26,a
10162,103,27,b
10162,103,28,a
10162,103,29,e
10162,103,30,d
10162,103,31,e
10162,103,32,b
10162,103,33,c
10162,103,34,c
10162,103,35,a
10162,103,36,c
10162,103,37,d
10162,103,38,e
10162,103,39,d
10162,103,40,c
10163,103,1,b
10163,103,2,c
10163,103,3,d
10163,103,4,c
10163,103,5,c
10163,103,6,a
10163,103,7,a
10163,103,8,e
10163,103,9,c
10163,103,10,a
10163,103,11,b
10163,103,12,b
10163,103,13,d
10163,103,14,e
10163,103,15,e
10163,103,16,b
10163,103,17,e
10163,103,18,e
10163,103,19,d
10163,103,20,c
10163,103,21,c
10163,103,22,e
10163,103,23,b
10163,103,24,a
10163,103,25,d
10163,103,26,a
10163,103,27,d
10163,103,28,d
10163,103,29,e
10163,103,30,d
10163,103,31,c
10163,103,32,a
10163,103,33,e
10163,103,34,c
10163,103,35,d
10163,103,36,e
10163,103,37,a
10163,103,38,d
10163,103,39,c
10163,103,40,e
10164,103,1,a
10164,103,2,a
10164,103,3,e
10164,103,4,d
10164,103,5,b
10164,103,6,b
10164,103,7,c
10164,103,8,c
10164,103,9,e
10164,103,10,e
10164,103,11,a
10164,103,12,c
10164,103,13,a
10164,103,14,c
10164,103,15,a
10164,103,16,d
10164,103,17,d
10164,103,18,d
10164,103,19,b
10164,103,20,d
10164,103,21,a
10164,103,22,a
10164,103,23,c
10164,103,24,a
10164,103,25,a
10164,103,26,c
10164,103,27,e
10164,103,28,e
10164,103,29,a
10164,103,30,a
10164,103,31,d
10164,103,32,c
10164,103,33,b
10164,103,34,b
10164,103,35,c
10164,103,36,d
10164,103,37,e
10164,103,38,d
10164,103,39,e
10164,103,40,a
10165,103,1,e
10165,103,2,e
10165,103,3,b
10165,103,4,d
10165,103,5,a
10165,103,6,e
10165,103,7,c
10165,103,8,e
10165,103,9,a
10165,103,10,c
10165,103,11,b
10165,103,12,c
10165,103,13,e
10165,103,14,d
10165,103,15,c
10165,103,16,b
10165,103,17,e
10165,103,18,a
10165,103,19,d
10165,103,20,c
10165,103,21,e
10165,103,22,e
10165,103,23,c
10165,103,24,b
10165,103,25,a
10165,103,26,b
10165,103,27,b
10165,103,28,b
10165,103,29,a
10165,103,30,c
10165,103,31,b
10165,103,32,c
10165,103,33,c
10165,103,34,c
10165,103,35,a
10165,103,36,b
10165,103,37,e
10165,103,38,c
10165,103,39,c
10165,103,40,c
10166,103,1,b
10166,103,2,c
10166,103,3,c
10166,103,4,e
10166,103,5,b
10166,103,6,c
10166,103,7,c
10166,103,8,c
10166,103,9,a
10166,103,10,d
10166,103,11,d
10166,103,12,c
10166,103,13,d
10166,103,14,b
10166,103,15,c
10166,103,16,c
10166,103,17,d
10166,103,18,a
10166,103,19,c
10166,103,20,c
10166,103,21,c
10166,103,22,c
10166,103,23,d
10166,103,24,e
10166,103,25,b
10166,103,26,b
10166,103,27,b
10166,103,28,e
10166,103,29,b
10166,103,30,e
10166,103,31,e
10166,103,32,b
10166,103,33,d
10166,103,34,b
10166,103,35,b
10166,103,36,d
10166,103,37,d
10166,103,38,d
10166,103,39,d
10166,103,40,e
10167,103,1,e
10167,103,2,e
10167,103,3,a
10167,103,4,d
10167,103,5,c
10167,103,6,c
10167,103,7,e
10167,103,8,a
10167,103,9,c
10167,103,10,a
10167,103,11,a
10167,103,12,d
10167,103,13,b
10167,103,14,c
10167,103,15,e
10167,103,16,d
10167,103,17,c
10167,103,18,e
10167,103,19,a
10167,103,20,e
10167,103,21,d
10167,103,22,b
10167,103,23,d
10167,103,24,e
10167,103,25,c
10167,103,26,b
10167,103,27,b
10167,103,28,d
10167,103,29,e
10167,103,30,e
10167,103,31,b
10167,103,32,a
10167,103,33,e
10167,103,34,e
10167,103,35,a
10167,103,36,a
10167,103,37,d
10167,103,38,b
10167,103,39,d
10167,103,40,c
10168,103,1,c
10168,103,2,a
10168,103,3,e
10168,103,4,b
10168,103,5,e
10168,103,6,d
10168,103,7,e
10168,103,8,c
10168,103,9,e
10168,103,10,e
10168,103,11,b
10168,103,12,a
10168,103,13,a
10168,103,14,d
10168,103,15,a
10168,103,16,d
10168,103,17,e
10168,103,18,a
10168,103,19,d
10168,103,20,e
10168,103,21,c
10168,103,22,d
10168,103,23,c
10168,103,24,b
10168,103,25,a
10168,103,26,a
10168,103,27,d
10168,103,28,e
10168,103,29,e
10168,103,30,e
10168,103,31,e
10168,103,32,b
10168,103,33,b
10168,103,34,e
10168,103,35,a
10168,103,36,b
10168,103,37,c
10168,103,38,d
10168,103,39,e
10168,103,40,b
10169,103,1,a
10169,103,2,c
10169,103,3,a
10169,103,4,d
10169,103,5,b
10169,103,6,d
10169,103,7,a
10169,103,8,e
10169,103,9,b
10169,103,10,c
10169,103,11,c
10169,103,12,c
10169,103,13,c
10169,103,14,d
10169,103,15,b
10169,103,16,c
10169,103,17,e
10169,103,18,b
10169,103,19,e
10169,103,20,b
10169,103,21,d
10169,103,22,c
10169,103,23,b
10169,103,24,e
10169,103,25,a
10169,103,26,a
10169,103,27,b
10169,103,28,a
10169,103,29,d
10169,103,30,a
10169,103,31,b
10169,103,32,c
10169,103,33,a
10169,103,34,b
10169,103,35,b
10169,103,36,e
10169,103,37,a
10169,103,38,c
10169,103,39,e
10169,103,40,a
10170,103,1,c
10170,103,2,b
10170,103,3,c
10170,103,4,e
10170,103,5,c
10170,103,6,e
10170,103,7,d
10170,103,8,e
10170,103,9,a
10170,103,10,c
10170,103,11,e
10170,103,12,d
10170,103,13,e
10170,103,14,e
10170,103,15,d
10170,103,16,c
10170,103,17,d
10170,103,18,a
10170,103,19,e
10170,103,20,a
10170,103,21,d
10170,103,22,b
10170,103,23,e
10170,103,24,d
10170,103,25,c
10170,103,26,c
10170,103,27,b
10170,103,28,d
10170,103,29,a
10170,103,30,a
10170,103,31,d
10170,103,32,e
10170,103,33,b
10170,103,34,b
10170,103,35,d
10170,103,36,c
10170,103,37,a
10170,103,38,d
10170,103,39,b
10170,103,40,d
10171,103,1,b
10171,103,2,b
10171,103,3,c
10171,103,4,d
10171,103,5,e
10171,103,6,b
10171,103,7,b
10171,103,8,e
10171,103,9,d
10171,103,10,c
10171,103,11,d
10171,103,12,a
10171,103,13,c
10171,103,14,d
10171,103,15,b
10171,103,16,e
10171,103,17,a
10171,103,18,e
10171,103,19,d
10171,103,20,b
10171,103,21,b
10171,103,22,b
10171,103,23,e
10171,103,24,a
10171,103,25,a
10171,103,26,c
10171,103,27,c
10171,103,28,d
10171,103,29,c
10171,103,30,b
10171,103,31,c
10171,103,32,b
10171,103,33,c
10171,103,34,c
10171,103,35,d
10171,103,36,b
10171,103,37,b
10171,103,38,a
10171,103,39,b
10171,103,40,e
10172,103,1,a
10172,103,2,d
10172,103,3,a
10172,103,4,c
10172,103,5,b
10172,103,6,b
10172,103,7,c
10172,103,8,a
10172,103,9,c
10172,103,10,e
10172,103,11,c
10172,103,12,c
10172,103,13,c
10172,103,14,e
10172,103,15,a
10172,103,16,c
10172,103,17,a
10172,103,18,d
10172,103,19,a
10172,103,20,e
10172,103,21,e
10172,103,22,d
10172,103,23,b
10172,103,24,a
10172,103,25,e
10172,103,26,a
10172,103,27,e
10172,103,28,c
10172,103,29,b
10172,103,30,b
10172,103,31,e
10172,103,32,b
10172,103,33,b
10172,103,34,a
10172,103,35,b
10172,103,36,a
10172,103,37,e
10172,103,38,e
10172,103,39,b
10172,103,40,c
10173,103,1,a
10173,103,2,b
10173,103,3,d
10173,103,4,c
10173,103,5,c
10173,103,6,c
10173,103,7,a
10173,103,8,b
10173,103,9,a
10173,103,10,d
10173,103,11,d
10173,103,12,a
10173,103,13,c
10173,103,14,b
10173,103,15,e
10173,103,16,e
10173,103,17,c
10173,103,18,c
10173,103,19,a
10173,103,20,e
10173,103,21,a
10173,103,22,a
10173,103,23,d
10173,103,24,a
10173,103,25,c
10173,103,26,a
10173,103,27,e
10173,103,28,a
10173,103,29,c
10173,103,30,e
10173,103,31,e
10173,103,32,a
10173,103,33,c
10173,103,34,e
10173,103,35,d
10173,103,36,e
10173,103,37,e
10173,103,38,b
10173,103,39,b
10173,103,40,c
10174,103,1,d
10174,103,2,e
10174,103,3,d
10174,103,4,d
10174,103,5,b
10174,103,6,e
10174,103,7,b
10174,103,8,c
10174,103,9,e
10174,103,10,c
10174,103,11,e
10174,103,12,e
10174,103,13,d
10174,103,14,d
10174,103,15,e
10174,103,16,a
10174,103,17,d
10174,103,18,b
10174,103,19,e
10174,103,20,a
10174,103,21,a
10174,103,22,b
10174,103,23,c
10174,103,24,a
10174,103,25,e
10174,103,26,c
10174,103,27,d
10174,103,28,a
10174,103,29,c
10174,103,30,d
10174,103,31,b
10174,103,32,a
10174,103,33,a
10174,103,34,e
10174,103,35,a
10174,103,36,b
10174,103,37,d
10174,103,38,a
10174,103,39,a
10174,103,40,d
10175,103,1,e
10175,103,2,b
10175,103,3,d
10175,103,4,b
10175,103,5,e
10175,103,6,b
10175,103,7,d
10175,103,8,e
10175,103,9,e
10175,103,10,d
10175,103,11,e
10175,103,12,c
10175,103,13,a
10175,103,14,b
10175,103,15,a
10175,103,16,e
10175,103,17,d
10175,103,18,c
10175,103,19,c
10175,103,20,b
10175,103,21,d
10175,103,22,a
10175,103,23,b
10175,103,24,a
10175,103,25,b
10175,103,26,c
10175,103,27,c
10175,103,28,e
10175,103,29,d
10175,103,30,c
10175,103,31,e
10175,103,32,a
10175,103,33,d
10175,103,34,d
10175,103,35,a
10175,103,36,a
10175,103,37,e
10175,103,38,b
10175,103,39,c
10175,103,40,a
10176,103,1,c
10176,103,2,a
10176,103,3,a
10176,103,4,a
10176,103,5,d
10176,103,6,e
10176,103,7,d
10176,103,8,d
10176,103,9,a
10176,103,10,b
10176,103,11,e
10176,103,12,e
10176,103,13,a
10176,103,14,d
10176,103,15,e
10176,103,16,c
10176,103,17,a
10176,103,18,e
10176,103,19,a
10176,103,20,b
10176,103,21,a
10176,103,22,c
10176,103,23,b
10176,103,24,e
10176,103,25,d
10176,103,26,d
10176,103,27,c
10176,103,28,c
10176,103,29,d
10176,103,30,d
10176,103,31,e
10176,103,32,e
10176,103,33,e
10176,103,34,e
10176,103,35,c
10176,103,36,e
10176,103,37,b
10176,103,38,a
10176,103,39,d
10176,103,40,b
10177,103,1,c
10177,103,2,a
10177,103,3,d
10177,103,4,b
10177,103,5,e
10177,103,6,a
10177,103,7,b
10177,103,8,a
10177,103,9,b
10177,103,10,c
10177,103,11,b
10177,103,12,b
10177,103,13,c
10177,103,14,d
10177,103,15,b
10177,103,16,c
10177,103,17,a
10177,103,18,b
10177,103,19,c
10177,103,20,c
10177,103,21,d
10177,103,22,a
10177,103,23,e
10177,103,24,d
10177,103,25,d
10177,103,26,d
10177,103,27,d
10177,103,28,e
10177,103,29,a
10177,103,30,e
10177,103,31,e
10177,103,32,c
10177,103,33,e
10177,103,34,c
10177,103,35,e
10177,103,36,b
10177,103,37,b
10177,103,38,b
10177,103,39,e
10177,103,40,b
10178,103,1,b
10178,103,2,c
10178,103,3,b
10178,103,4,d
10178,103,5,a
10178,103,6,c
10178,103,7,e
10178,103,8,e
10178,103,9,d
10178,103,10,e
10178,103,11,a
10178,103,12,c
10178,103,13,e
10178,103,14,b
10178,103,15,c
10178,103,16,a
10178,103,17,b
10178,103,18,b
10178,103,19,b
10178,103,20,a
10178,103,21,c
10178,103,22,e
10178,103,23,d
10178,103,24,e
10178,103,25,b
10178,103,26,a
10178,103,27,b
10178,103,28,d
10178,103,29,a
10178,103,30,e
10178,103,31,b
10178,103,32,b
10178,103,33,b
10178,103,34,b
10178,103,35,e
10178,103,36,a
10178,103,37,c
10178,103,38,d
10178,103,39,e
10178,103,40,b
10179,103,1,c
10179,103,2,d
10179,103,3,a
10179,103,4,b
10179,103,5,e
10179,103,6,b
10179,103,7,b
10179,103,8,b
10179,103,9,e
10179,103,10,a
10179,103,11,b
10179,103,12,c
10179,103,13,a
10179,103,14,e
10179,103,15,d
10179,103,16,e
10179,103,17,a
10179,103,18,b
10179,103,19,d
10179,103,20,e
10179,103,21,e
10179,103,22,e
10179,103,23,d
10179,103,24,e
10179,103,25,d
10179,103,26,c
10179,103,27,c
10179,103,28,b
10179,103,29,e
10179,103,30,a
10179,103,31,e
10179,103,32,b
10179,103,33,b
10179,103,34,e
10179,103,35,d
10179,103,36,c
10179,103,37,e
10179,103,38,a
10179,103,39,c
10179,103,40,a
10180,103,1,a
10180,103,2,d
10180,103,3,d
10180,103,4,e
10180,103,5,e
10180,103,6,b
10180,103,7,a
10180,103,8,e
10180,103,9,c
10180,103,10,d
10180,103,11,c
10180,103,12,e
10180,103,13,a
10180,103,14,c
10180,103,15,d
10180,103,16,c
10180,103,17,e
10180,103,18,d
10180,103,19,a
10180,103,20,e
10180,103,21,b
10180,103,22,e
10180,103,23,d
10180,103,24,a
10180,103,25,e
10180,103,26,b
10180,103,27,e
10180,103,28,a
10180,103,29,d
10180,103,30,d
10180,103,31,b
10180,103,32,e
10180,103,33,c
10180,103,34,a
10180,103,35,d
10180,103,36,b
10180,103,37,e
10180,103,38,c
10180,103,39,a
10180,103,40,b
10181,103,1,d
10181,103,2,e
10181,103,3,d
10181,103,4,e
10181,103,5,e
10181,103,6,c
10181,103,7,b
10181,103,8,e
10181,103,9,b
10181,103,10,c
10181,103,11,a
10181,103,12,d
10181,103,13,a
10181,103,14,c
10181,103,15,d
10181,103,16,b
10181,103,17,a
10181,103,18,e
10181,103,19,d
10181,103,20,c
10181,103,21,a
10181,103,22,a
10181,103,23,e
10181,103,24,a
10181,103,25,e
10181,103,26,b
10181,103,27,e
10181,103,28,a
10181,103,29,b
10181,103,30,b
10181,103,31,d
10181,103,32,c
10181,103,33,a
10181,103,34,d
10181,103,35,a
10181,103,36,d
10181,103,37,b
10181,103,38,b
10181,103,39,b
10181,103,40,a
10182,103,1,b
10182,103,2,d
10182,103,3,c
10182,103,4,d
10182,103,5,b
10182,103,6,e
10182,103,7,a
10182,103,8,a
10182,103,9,b
10182,103,10,a
10182,103,11,d
10182,103,12,a
10182,103,13,b
10182,103,14,d
10182,103,15,a
10182,103,16,e
10182,103,17,b
10182,103,18,a
10182,103,19,c
10182,103,20,e
10182,103,21,d
10182,103,22,a
10182,103,23,e
10182,103,24,a
10182,103,25,d
10182,103,26,c
10182,103,27,a
10182,103,28,a
10182,103,29,b
10182,103,30,d
10182,103,31,d
10182,103,32,c
10182,103,33,d
10182,103,34,c
10182,103,35,c
10182,103,36,c
10182,103,37,b
10182,103,38,d
10182,103,39,c
10182,103,40,d
10183,103,1,c
10183,103,2,d
10183,103,3,e
10183,103,4,a
10183,103,5,a
10183,103,6,d
10183,103,7,e
10183,103,8,d
10183,103,9,c
10183,103,10,b
10183,103,11,b
10183,103,12,e
10183,103,13,b
10183,103,14,e
10183,103,15,b
10183,103,16,b
10183,103,17,c
10183,103,18,e
10183,103,19,b
10183,103,20,e
10183,103,21,c
10183,103,22,e
10183,103,23,c
10183,103,24,c
10183,103,25,a
10183,103,26,b
10183,103,27,c
10183,103,28,d
10183,103,29,a
10183,103,30,a
10183,103,31,b
10183,103,32,b
10183,103,33,a
10183,103,34,d
10183,103,35,d
10183,103,36,c
10183,103,37,d
10183,103,38,b
10183,103,39,e
10183,103,40,e
10184,103,1,e
10184,103,2,e
10184,103,3,a
10184,103,4,b
10184,103,5,b
10184,103,6,b
10184,103,7,a
10184,103,8,d
10184,103,9,a
10184,103,10,d
10184,103,11,c
10184,103,12,b
10184,103,13,e
10184,103,14,a
10184,103,15,a
10184,103,16,b
10184,103,17,e
10184,103,18,c
10184,103,19,b
10184,103,20,d
10184,103,21,c
10184,103,22,c
10184,103,23,c
10184,103,24,c
10184,103,25,c
10184,103,26,c
10184,103,27,b
10184,103,28,e
10184,103,29,c
10184,103,30,c
10184,103,31,a
10184,103,32,a
10184,103,33,e
10184,103,34,e
10184,103,35,e
10184,103,36,e
10184,103,37,c
10184,103,38,b
10184,103,39,c
10184,103,40,d
10185,103,1,b
10185,103,2,b
10185,103,3,c
10185,103,4,e
10185,103,5,d
10185,103,6,b
10185,103,7,e
10185,103,8,d
10185,103,9,d
10185,103,10,a
10185,103,11,d
10185,103,12,e
10185,103,13,e
10185,103,14,b
10185,103,15,c
10185,103,16,a
10185,103,17,b
10185,103,18,c
10185,103,19,b
10185,103,20,c
10185,103,21,b
10185,103,22,a
10185,103,23,a
10185,103,24,c
10185,103,25,d
10185,103,26,b
10185,103,27,d
10185,103,28,e
10185,103,29,b
10185,103,30,e
10185,103,31,b
10185,103,32,a
10185,103,33,c
10185,103,34,e
10185,103,35,a
10185,103,36,c
10185,103,37,d
10185,103,38,e
10185,103,39,a
10185,103,40,c
10186,103,1,e
10186,103,2,b
10186,103,3,b
10186,103,4,b
